gap,spec_group,claim_type,claim_count
293,i,v6,3096
293,i,v1,9028
293,i,v5,13408
293,j,v4,6841
293,j,v5,11004
293,j,v1,11229
293,j,v2,355
293,k,v1,14860
293,k,v4,2176
293,k,v7,3448
293,k,v6,10225
293,k,v3,14040
293,k,v5,11395
294,a,v5,5619
294,a,v6,12679
294,a,v3,5064
294,a,v1,2429
294,a,v4,13714
294,b,v5,2836
294,b,v4,14103
294,b,v3,1517
294,b,v1,14033
294,b,v6,1579
294,c,v1,12941
294,c,v4,431
294,c,v3,4966
294,c,v6,13504
294,c,v5,13903
294,d,v3,10241
294,d,v5,7365
294,d,v8,4761
294,d,v4,9792
294,e,v1,4078
294,e,v5,14136
294,e,v4,260
294,e,v6,11791
294,f,v4,10021
294,f,v5,4078
294,f,v6,6564
294,g,v6,1091
294,g,v3,13210
294,g,v4,8610
294,g,v5,803
294,g,v1,1386
294,h,v5,2520
294,h,v4,449
294,h,v3,6348
294,h,v6,14512
294,h,v1,369
294,i,v6,14172
294,i,v1,127
294,i,v5,8829
294,i,v4,9620
294,j,v2,8427
294,j,v6,12479
294,j,v1,13808
294,j,v5,14018
294,j,v4,13902
294,k,v5,13394
294,k,v1,13455
294,k,v4,3464
294,k,v3,8886
294,k,v6,10560
295,a,v4,14857
295,a,v3,10764
295,a,v5,31
295,a,v6,1957
295,a,v1,11250
295,b,v4,14014
295,b,v6,144
295,b,v3,146
295,b,v5,4081
295,c,v3,425
295,c,v6,14505
295,c,v4,14206
295,c,v1,11744
295,c,v5,11377
295,d,v5,9941
295,d,v4,13455
295,e,v5,4174
295,e,v4,7762
295,e,v1,9692
295,e,v6,2253
295,f,v4,8299
295,h,v4,2307
295,h,v1,12225
295,h,v3,6089
295,h,v6,10769
295,h,v5,6542
295,i,v5,13282
295,i,v1,917
295,i,v4,6396
295,j,v4,205
295,j,v1,11353
295,j,v2,1598
295,j,v5,6707
295,k,v4,683
295,k,v1,6371
295,k,v6,5776
295,k,v3,13336
295,k,v5,10196
296,a,v4,6875
296,a,v3,2825
296,a,v6,9449
296,a,v1,10144
296,a,v5,12946
296,b,v4,4227
296,b,v3,14051
296,b,v6,11277
296,c,v3,9510
296,c,v1,2673
296,c,v4,1156
296,c,v6,14966
296,c,v5,13419
296,d,v6,9875
296,d,v4,5106
296,e,v6,5488
296,e,v1,6716
296,e,v4,6581
296,f,v4,5877
296,g,v6,10688
296,g,v5,14162
296,g,v4,2404
296,g,v1,3257
296,g,v3,5215
296,h,v4,2565
296,h,v5,4989
296,h,v3,2278
296,h,v1,2914
296,i,v1,1882
296,i,v4,7827
296,i,v5,6878
296,i,v6,9842
296,j,v1,14925
296,j,v2,1187
296,j,v5,2346
296,j,v4,11265
296,j,v6,2624
296,k,v1,1496
296,k,v3,14488
296,k,v4,3771
296,k,v5,546
297,a,v2,13692
297,a,v6,265
297,a,v4,8089
297,a,v3,219
297,a,v1,2868
297,a,v5,13476
297,b,v6,294
297,b,v1,2052
297,b,v4,13144
297,b,v5,5639
297,b,v3,9676
297,c,v6,1126
297,c,v3,12499
297,c,v5,3111
297,c,v4,4003
297,c,v1,7380
297,d,v4,3015
297,d,v6,1481
297,e,v1,9491
297,e,v4,8959
297,e,v6,5164
297,f,v4,70
297,f,v5,1712
297,f,v8,3573
297,h,v6,734
297,h,v4,12044
297,h,v7,14798
297,h,v5,9765
297,i,v1,4487
297,i,v4,8233
297,i,v6,9093
297,i,v5,2893
297,j,v4,6101
297,j,v1,535
297,j,v5,10353
297,j,v2,12249
297,j,v3,14259
297,j,v6,2310
297,k,v6,5563
297,k,v1,8748
297,k,v4,4948
297,k,v3,13692
297,k,v5,13359
298,a,v1,6201
298,a,v6,297
298,a,v3,4493
298,a,v5,9720
298,a,v4,13169
298,b,v4,4693
298,b,v5,10807
298,b,v3,12472
298,b,v6,4881
298,c,v6,512
298,c,v3,8521
298,c,v4,3080
298,c,v1,8766
298,c,v5,13974
298,d,v4,12378
298,d,v1,473
298,e,v6,12308
298,e,v3,11994
298,e,v1,9581
298,e,v5,93
298,e,v4,9449
298,f,v4,5864
298,g,v3,110
298,g,v4,994
298,h,v3,6767
298,h,v4,10523
298,h,v5,5263
298,h,v6,1629
298,h,v7,2943
298,i,v1,6970
298,i,v4,8828
298,i,v5,5731
298,i,v6,1836
298,j,v4,7427
298,j,v5,1517
298,j,v2,10563
298,j,v1,13790
298,k,v5,3159
298,k,v1,9308
298,k,v4,13321
298,k,v3,1508
299,a,v3,2874
299,a,v6,11652
299,a,v5,7099
299,a,v4,11685
299,a,v1,7882
299,b,v1,12365
299,b,v3,11388
299,b,v5,7187
299,b,v6,3113
299,b,v4,3326
299,c,v6,4006
299,c,v1,5791
299,c,v4,4480
299,c,v5,4059
299,c,v3,4889
299,e,v3,5151
299,e,v6,10708
299,e,v1,10775
299,e,v5,1379
299,e,v4,918
299,f,v6,5880
299,f,v4,13870
299,h,v4,2833
299,h,v6,10676
299,h,v3,4292
299,h,v7,5244
299,h,v5,8671
299,i,v1,11068
299,i,v4,11320
299,i,v5,7349
299,j,v4,12482
299,j,v5,7774
299,j,v2,10646
299,j,v3,6449
299,k,v3,14373
299,k,v1,3813
299,k,v4,10860
299,k,v5,1805
300,a,v5,9980
300,a,v3,3701
300,a,v4,13166
300,a,v6,1903
300,b,v4,5732
300,b,v5,2304
300,b,v6,3957
300,b,v3,6873
300,c,v3,14691
300,c,v5,10950
300,c,v1,10353
300,c,v4,13193
300,c,v6,10246
300,d,v3,14487
300,d,v4,11960
300,e,v1,13978
300,e,v3,12254
300,e,v6,601
300,e,v5,2017
300,e,v4,8841
300,f,v4,345
300,f,v6,11665
300,f,v5,6303
300,g,v3,3264
300,g,v4,5862
300,g,v5,2861
300,h,v4,2367
300,h,v3,6131
300,h,v1,3627
300,h,v5,12977
300,i,v4,7151
300,i,v6,6506
300,i,v5,1217
300,i,v1,8116
300,i,v7,4568
300,j,v4,11991
300,j,v6,8223
300,j,v1,11889
300,j,v3,684
300,j,v2,10167
300,j,v5,12007
300,k,v4,3145
300,k,v5,7820
300,k,v1,2697
300,k,v3,7651
301,a,v4,5493
301,a,v3,2859
301,a,v1,4972
301,a,v6,5457
301,a,v5,12437
301,b,v1,5380
301,b,v4,1005
301,b,v3,5249
301,b,v5,8056
301,b,v6,9230
301,c,v4,14566
301,c,v6,12366
301,c,v5,3296
301,c,v1,1894
301,c,v3,11498
301,d,v4,9955
301,d,v5,5327
301,d,v3,14685
301,d,v6,4602
301,e,v5,8197
301,e,v6,214
301,e,v4,9629
301,e,v1,9896
301,f,v4,9454
301,g,v3,14886
301,g,v5,6452
301,g,v1,5392
301,g,v4,13751
301,g,v6,12944
301,h,v7,786
301,h,v4,2441
301,h,v5,5758
301,h,v3,14833
301,h,v1,9634
301,h,v6,7575
301,i,v5,1584
301,i,v4,13309
301,i,v1,8044
301,j,v3,11593
301,j,v6,5917
301,j,v1,2728
301,j,v4,6995
301,j,v5,13655
301,j,v2,13242
301,k,v1,6328
301,k,v6,1865
301,k,v4,1470
301,k,v7,9241
301,k,v5,7029
301,k,v3,13079
302,a,v3,3565
302,a,v6,2035
302,a,v4,12484
302,a,v5,6875
302,a,v1,450
302,b,v6,12541
302,b,v3,10266
302,b,v4,10220
302,b,v5,807
302,c,v1,13519
302,c,v6,12096
302,c,v3,2545
302,c,v5,2224
302,c,v4,7835
302,d,v4,4695
302,d,v3,7455
302,e,v4,14633
302,e,v5,7345
302,e,v1,8087
302,e,v6,14624
302,f,v5,150
302,f,v6,1608
302,f,v4,8722
302,g,v4,10964
302,g,v3,537
302,h,v4,8692
302,h,v6,2565
302,h,v1,5130
302,h,v3,8812
302,h,v7,5518
302,h,v5,5354
302,i,v5,3331
302,i,v1,155
302,i,v4,1030
302,j,v4,13405
302,j,v6,4917
302,j,v2,10100
302,j,v5,3209
302,j,v1,4959
302,k,v4,8696
302,k,v1,4793
302,k,v6,9772
302,k,v5,13143
302,k,v3,1607
303,a,v4,3718
303,a,v5,12068
303,a,v3,3224
303,a,v6,14541
303,b,v1,9323
303,b,v5,12992
303,b,v4,6226
303,b,v6,6025
303,b,v3,66
303,c,v5,4054
303,c,v6,7748
303,c,v4,6461
303,c,v3,3482
303,c,v1,11418
303,d,v4,6566
303,e,v4,819
303,f,v5,5156
303,f,v6,8629
303,f,v4,6694
303,g,v5,11330
303,g,v3,333
303,g,v4,10781
303,h,v5,9863
303,h,v4,367
303,h,v3,759
303,h,v1,8170
303,i,v1,13874
303,i,v4,14686
303,i,v6,4404
303,i,v5,8523
303,j,v4,11582
303,j,v5,4346
303,j,v6,11671
303,j,v3,2717
303,j,v2,9943
303,k,v1,4734
303,k,v4,9243
303,k,v5,11417
303,k,v3,14195
303,k,v6,5534
304,a,v5,8588
304,a,v6,6501
304,a,v4,10971
304,a,v3,3876
304,b,v3,3575
304,b,v4,8015
304,b,v5,9934
304,b,v6,10517
304,c,v5,12808
304,c,v3,7966
304,c,v1,5463
304,c,v6,8392
304,c,v4,14433
304,d,v4,1908
304,d,v6,5438
304,d,v3,13421
304,e,v1,8490
304,e,v6,12155
304,e,v5,9825
304,e,v4,10681
304,f,v4,4012
304,f,v5,124
304,g,v4,12711
304,h,v3,1371
304,h,v4,168
304,h,v5,1281
304,h,v1,8595
304,i,v3,12434
304,i,v4,9031
304,i,v6,626
304,i,v7,10072
304,i,v1,14837
304,i,v5,1741
304,j,v1,11507
304,j,v6,5209
304,j,v4,2238
304,j,v5,11506
304,j,v2,14139
304,j,v3,12718
304,k,v4,5942
304,k,v9,2825
304,k,v1,5616
304,k,v5,3233
304,k,v3,11053
305,a,v6,1948
305,a,v5,13959
305,a,v1,5997
305,a,v4,8554
305,a,v3,10751
305,b,v6,3113
305,b,v3,3025
305,b,v4,9125
305,b,v5,10161
305,c,v4,1930
305,c,v1,2904
305,c,v3,3680
305,c,v5,6126
305,c,v6,476
305,d,v4,13699
305,d,v5,12047
305,e,v4,4124
305,e,v6,3449
305,f,v4,3151
305,f,v5,7987
305,f,v6,543
305,g,v1,1973
305,g,v4,8040
305,g,v5,3148
305,g,v3,6587
305,h,v6,6804
305,h,v3,905
305,h,v5,10021
305,h,v4,2308
305,h,v1,13377
305,i,v5,13503
305,i,v4,9063
305,i,v1,6677
305,j,v3,3676
305,j,v2,1878
305,j,v5,4963
305,j,v4,467
305,j,v6,10967
305,k,v5,7678
305,k,v4,8180
305,k,v1,4039
305,k,v3,11711
306,a,v4,5701
306,a,v1,3114
306,a,v6,4659
306,a,v5,14773
306,a,v3,9888
306,b,v5,14257
306,b,v3,3113
306,b,v4,10689
306,b,v6,9898
306,c,v4,12531
306,c,v1,10419
306,c,v5,6738
306,c,v6,11460
306,c,v3,5493
306,d,v6,4946
306,d,v3,6526
306,d,v1,9077
306,d,v5,4573
306,d,v4,10966
306,e,v6,11106
306,e,v1,9528
306,e,v4,13401
306,e,v3,2604
306,f,v5,3941
306,f,v4,13211
306,g,v6,11025
306,g,v4,10722
306,g,v5,71
306,g,v1,10129
306,g,v3,4447
306,h,v1,10605
306,h,v6,6411
306,h,v3,3691
306,h,v4,6717
306,h,v5,657
306,i,v2,13680
306,i,v4,429
306,i,v5,14551
306,i,v6,8105
306,i,v1,6038
306,i,v7,5824
306,j,v3,11001
306,j,v2,5195
306,j,v1,2407
306,j,v6,4597
306,j,v5,6244
306,j,v4,702
306,k,v6,4382
306,k,v4,11590
306,k,v3,470
306,k,v1,8795
306,k,v5,12310
307,a,v4,4349
307,a,v3,7074
307,a,v5,7057
307,a,v1,1315
307,a,v6,12005
307,b,v3,2389
307,b,v5,6427
307,b,v6,4655
307,b,v4,2847
307,b,v1,3867
307,c,v5,8248
307,c,v4,5055
307,c,v1,12670
307,c,v6,5931
307,c,v3,13189
307,d,v3,1560
307,d,v4,6496
307,d,v5,293
307,d,v1,9034
307,d,v6,5721
307,e,v6,2790
307,e,v3,1533
307,e,v4,2617
307,e,v1,12940
307,f,v4,13868
307,g,v6,3510
307,g,v3,8162
307,g,v4,11608
307,g,v5,658
307,h,v4,4036
307,h,v3,11389
307,h,v6,12182
307,h,v5,4942
307,i,v6,5736
307,i,v4,11662
307,i,v5,6526
307,i,v1,11611
307,j,v6,5595
307,j,v4,3819
307,j,v5,14436
307,j,v1,8535
307,j,v2,685
307,k,v6,4369
307,k,v1,11410
307,k,v5,13392
307,k,v4,6811
307,k,v3,11463
308,a,v1,13173
308,a,v6,14164
308,a,v4,14087
308,a,v3,5166
308,a,v5,10007
308,b,v4,5655
308,b,v1,5401
308,b,v6,441
308,b,v3,11382
308,b,v5,4004
308,c,v5,9964
308,c,v3,5011
308,c,v1,7816
308,c,v6,4571
308,c,v4,3896
308,d,v3,4018
308,d,v4,2251
308,d,v5,4411
308,d,v1,8296
308,e,v4,14308
308,e,v6,1843
308,f,v6,8415
308,f,v4,129
308,f,v5,1045
308,g,v4,9423
308,g,v1,6572
308,g,v6,2594
308,h,v7,3469
308,h,v6,14863
308,h,v1,14794
308,h,v3,14597
308,h,v5,11285
308,h,v4,4134
308,i,v3,1343
308,i,v7,14211
308,i,v5,3263
308,i,v1,2461
308,i,v6,10069
308,i,v4,8040
308,j,v4,4412
308,j,v2,8676
308,j,v3,4228
308,j,v1,14316
308,j,v5,11866
308,j,v6,704
308,k,v3,4289
308,k,v5,9148
308,k,v1,12049
308,k,v4,237
309,a,v3,594
309,a,v6,2307
309,a,v1,11636
309,a,v5,8553
309,a,v4,9592
309,b,v4,5427
309,b,v5,12760
309,b,v3,7041
309,b,v6,11381
309,c,v4,14061
309,c,v5,4086
309,c,v1,14175
309,c,v3,645
309,c,v6,6042
309,d,v3,5347
309,d,v4,13973
309,d,v5,7363
309,e,v1,7790
309,e,v4,8436
309,e,v5,3464
309,e,v6,13932
309,f,v4,9993
309,g,v1,5198
309,g,v4,12360
309,g,v5,6656
309,h,v4,13077
309,h,v3,3601
309,h,v6,2230
309,h,v5,11379
309,h,v1,3638
309,i,v6,6382
309,i,v1,11510
309,i,v4,13371
309,i,v5,12507
309,j,v4,7285
309,j,v5,8750
309,j,v1,4547
309,j,v3,10771
309,j,v2,5015
309,j,v6,3004
309,k,v6,834
309,k,v4,8264
309,k,v5,8359
309,k,v1,4705
309,k,v3,770
310,a,v7,14442
310,a,v6,1288
310,a,v4,4195
310,a,v5,10265
310,a,v3,14691
310,a,v1,1135
310,b,v3,3783
310,b,v6,3769
310,b,v5,943
310,b,v4,779
310,c,v4,6868
310,c,v1,3423
310,c,v5,11573
310,c,v3,4
310,c,v6,2781
310,d,v3,9406
310,d,v4,5387
310,e,v1,14704
310,e,v4,7058
310,e,v6,9973
310,f,v5,14247
310,f,v4,8603
310,g,v4,2964
310,g,v5,12811
310,h,v1,12899
310,h,v4,283
310,h,v3,3215
310,h,v5,7950
310,i,v6,6562
310,i,v5,1601
310,i,v1,12005
310,i,v4,8465
310,j,v6,12611
310,j,v2,9569
310,j,v5,5798
310,j,v1,7866
310,j,v3,9855
310,j,v4,7750
310,k,v5,14170
310,k,v1,14310
310,k,v3,13160
310,k,v6,5047
310,k,v4,10899
311,a,v6,9203
311,a,v4,12453
311,a,v1,10450
311,a,v5,11913
311,a,v3,13101
311,b,v6,14021
311,b,v4,1494
311,b,v5,306
311,b,v1,11100
311,b,v3,813
311,c,v1,14865
311,c,v6,330
311,c,v4,4877
311,c,v3,14921
311,c,v5,161
311,d,v1,2377
311,d,v4,906
311,d,v5,3133
311,d,v3,10898
311,e,v3,6211
311,e,v1,8581
311,e,v4,10067
311,e,v6,3531
311,f,v4,5940
311,g,v4,5060
311,h,v3,13398
311,h,v5,6089
311,h,v4,9971
311,i,v4,2033
311,i,v1,6092
311,i,v5,8728
311,j,v4,8855
311,j,v5,12418
311,j,v1,10232
311,j,v3,7843
311,j,v2,1992
311,j,v6,337
311,k,v4,3573
311,k,v6,2194
311,k,v5,13483
311,k,v1,13592
311,k,v3,6120
312,a,v5,13301
312,a,v1,975
312,a,v3,9610
312,a,v4,4352
312,a,v6,12935
312,b,v5,1750
312,b,v1,167
312,b,v6,9001
312,b,v3,4255
312,b,v4,1530
312,c,v6,13470
312,c,v4,6462
312,c,v5,12100
312,c,v3,5708
312,c,v1,9076
312,d,v4,7207
312,e,v3,7504
312,e,v6,8679
312,e,v5,9257
312,e,v4,13745
312,f,v6,4369
312,f,v5,8293
312,f,v4,8326
312,h,v1,10701
312,h,v3,14461
312,h,v5,6393
312,h,v4,3425
312,i,v4,6028
312,i,v1,558
312,i,v6,14084
312,i,v5,4959
312,j,v2,13132
312,j,v6,4492
312,j,v4,12833
312,j,v1,7907
312,j,v5,7122
312,k,v1,730
312,k,v3,454
312,k,v4,14634
312,k,v5,3307
312,k,v7,10631
312,k,v6,3070
313,a,v3,587
313,a,v1,8894
313,a,v5,3473
313,a,v4,12049
313,a,v6,5942
313,b,v3,8534
313,b,v4,10891
313,b,v1,9760
313,b,v5,7636
313,b,v6,3969
313,c,v4,12577
313,c,v3,6864
313,c,v1,11057
313,c,v5,5294
313,c,v6,10633
313,d,v5,9125
313,d,v3,14960
313,d,v4,4899
313,e,v6,1027
313,e,v5,11397
313,e,v1,8116
313,e,v4,8856
313,f,v4,9464
313,f,v5,14856
313,g,v6,6534
313,g,v3,11535
313,g,v4,9055
313,g,v5,6695
313,g,v9,3626
313,h,v4,3002
313,h,v5,3738
313,h,v6,8519
313,h,v1,14258
313,h,v3,969
313,i,v5,13458
313,i,v6,2090
313,i,v4,5135
313,i,v1,8825
313,j,v2,1910
313,j,v5,10110
313,j,v1,10512
313,j,v6,11862
313,j,v4,1767
313,k,v3,12541
313,k,v9,70
313,k,v7,8208
313,k,v4,13453
313,k,v1,4125
313,k,v5,2856
314,a,v1,8335
314,a,v3,769
314,a,v4,4666
314,a,v6,4332
314,a,v5,11631
314,b,v3,13057
314,b,v5,4772
314,b,v4,1939
314,b,v6,2227
314,c,v1,3405
314,c,v4,14563
314,c,v5,5617
314,c,v6,10878
314,c,v3,2352
314,d,v4,5844
314,d,v3,9418
314,d,v5,2831
314,d,v6,5970
314,e,v1,14044
314,e,v3,11218
314,e,v4,6841
314,e,v6,12093
314,f,v4,2757
314,f,v5,2960
314,g,v3,960
314,g,v4,3038
314,h,v4,10576
314,h,v5,8344
314,h,v3,7417
314,h,v6,14014
314,h,v1,7648
314,i,v5,9205
314,i,v1,13775
314,i,v4,9920
314,j,v4,5030
314,j,v5,8839
314,j,v6,11226
314,j,v1,1149
314,j,v2,4636
314,j,v3,6499
314,k,v1,985
314,k,v5,13043
314,k,v3,515
314,k,v4,3688
314,k,v6,10158
315,a,v6,3416
315,a,v1,3972
315,a,v5,11129
315,a,v3,1338
315,a,v7,9027
315,a,v4,7467
315,b,v6,2474
315,b,v1,6367
315,b,v4,12179
315,b,v3,10354
315,c,v6,7739
315,c,v4,6543
315,c,v3,3902
315,c,v1,9773
315,c,v5,6431
315,d,v6,3644
315,d,v4,661
315,d,v3,11464
315,e,v3,4841
315,e,v6,3938
315,e,v1,11885
315,e,v4,2199
315,e,v5,13972
315,f,v6,3922
315,f,v4,7410
315,f,v5,11828
315,g,v3,9053
315,g,v1,933
315,g,v5,5005
315,g,v4,3983
315,h,v6,5919
315,h,v3,5117
315,h,v4,12539
315,h,v5,14849
315,h,v7,14542
315,h,v1,4405
315,i,v5,3976
315,i,v1,11904
315,i,v6,5977
315,i,v7,9638
315,i,v4,331
315,j,v4,6958
315,j,v3,10269
315,j,v1,12261
315,j,v5,12368
315,j,v6,362
315,j,v2,9335
315,k,v5,6019
315,k,v4,1909
315,k,v3,2588
315,k,v1,6287
316,a,v4,12066
316,a,v3,10490
316,a,v5,9327
316,a,v6,6406
316,b,v6,4289
316,b,v4,9823
316,b,v3,11476
316,b,v5,11246
316,c,v6,923
316,c,v5,4020
316,c,v4,2988
316,c,v1,11857
316,c,v3,10667
316,d,v5,9307
316,d,v4,10066
316,d,v6,11417
316,d,v1,10076
316,e,v5,2214
316,e,v4,1564
316,e,v6,10301
316,e,v1,9541
316,f,v4,928
316,f,v6,5991
316,g,v1,7129
316,g,v4,7323
316,g,v5,4276
316,g,v3,5715
316,h,v4,14463
316,h,v3,4083
316,h,v7,12365
316,h,v1,2006
316,h,v6,5315
316,h,v5,8606
316,i,v5,8230
316,i,v1,515
316,i,v6,2387
316,i,v4,1210
316,j,v6,2606
316,j,v2,8204
316,j,v1,433
316,j,v4,14684
316,j,v3,3239
316,j,v5,3927
316,k,v1,8542
316,k,v5,7213
316,k,v6,14811
316,k,v3,4445
316,k,v4,9902
317,a,v6,733
317,a,v1,1567
317,a,v3,4331
317,a,v4,7672
317,a,v5,51
317,b,v5,13119
317,b,v6,8210
317,b,v3,12916
317,b,v4,1183
317,c,v6,1720
317,c,v5,10020
317,c,v4,2955
317,c,v3,7718
317,c,v1,4141
317,d,v4,10567
317,d,v5,13359
317,d,v1,10793
317,d,v3,6713
317,d,v6,14942
317,e,v1,9810
317,e,v4,12441
317,e,v6,9664
317,f,v5,2322
317,f,v6,11822
317,f,v4,9273
317,g,v4,3092
317,h,v6,8096
317,h,v1,2495
317,h,v5,3195
317,h,v4,3360
317,h,v3,11337
317,i,v4,7591
317,i,v3,6081
317,i,v1,4673
317,i,v5,2090
317,j,v1,13428
317,j,v5,2698
317,j,v2,7487
317,j,v6,8824
317,j,v3,2954
317,j,v4,14298
317,k,v3,11019
317,k,v4,9208
317,k,v6,11592
317,k,v5,5885
317,k,v1,8946
318,a,v6,2123
318,a,v4,13440
318,a,v5,3888
318,a,v1,1794
318,a,v3,14153
318,b,v5,13656
318,b,v4,8858
318,b,v6,8744
318,b,v3,10535
318,c,v1,9458
318,c,v5,11038
318,c,v6,10753
318,c,v4,8327
318,c,v3,4763
318,d,v3,10995
318,d,v4,976
318,d,v5,5451
318,e,v4,7299
318,e,v5,12156
318,f,v4,2125
318,f,v6,12297
318,g,v4,184
318,g,v3,14036
318,g,v5,6928
318,h,v3,4361
318,h,v4,4400
318,h,v6,935
318,h,v5,6328
318,i,v4,4485
318,i,v6,9403
318,i,v1,11526
318,i,v5,332
318,j,v4,10814
318,j,v6,7997
318,j,v5,1284
318,k,v3,8594
318,k,v4,9477
318,k,v5,4509
319,a,v3,10018
319,a,v1,1783
319,a,v5,4857
319,a,v4,7587
319,a,v6,10421
319,b,v3,8994
319,b,v6,10647
319,b,v4,14607
319,c,v4,5005
319,c,v5,10914
319,c,v3,11524
319,c,v6,1816
319,c,v1,2171
319,d,v4,117
319,d,v5,2707
319,d,v6,9190
319,d,v3,4368
319,e,v1,4837
319,e,v6,9256
319,e,v3,10269
319,e,v4,9346
319,e,v5,5477
319,f,v6,6125
319,f,v4,13985
319,f,v5,1179
319,g,v4,14486
319,g,v3,1334
319,h,v1,7155
319,h,v5,10708
319,h,v4,1762
319,h,v3,8060
319,i,v6,9234
319,i,v5,4866
319,i,v4,13632
319,i,v1,8853
319,j,v2,10406
319,j,v3,5387
319,j,v5,7995
319,j,v4,14199
319,k,v6,7085
319,k,v4,603
319,k,v5,1271
319,k,v3,2949
319,k,v1,3877
319,k,v9,1634
320,a,v4,3025
320,a,v6,2577
320,a,v1,3885
320,a,v3,2415
320,a,v5,7867
320,b,v6,219
320,b,v3,8366
320,b,v5,13008
320,b,v4,12867
320,c,v6,8309
320,c,v4,5566
320,c,v1,11190
320,c,v5,12870
320,c,v3,3115
320,d,v4,399
320,e,v6,5564
320,e,v3,10959
320,e,v1,13485
320,e,v4,13076
320,f,v6,6067
320,f,v4,13258
320,f,v3,9299
320,g,v4,14842
320,g,v3,8217
320,h,v6,590
320,h,v4,8243
320,h,v3,13024
320,h,v1,12878
320,h,v5,1112
320,i,v7,6981
320,i,v6,8895
320,i,v4,6352
320,i,v1,4658
320,i,v5,2120
320,j,v4,12376
320,j,v1,11314
320,j,v5,814
320,j,v2,6545
320,k,v6,2757
320,k,v1,13907
320,k,v5,7032
320,k,v3,1913
320,k,v4,5424
321,a,v5,10525
321,a,v3,7454
321,a,v6,8692
321,a,v4,7896
321,b,v5,14179
321,b,v4,4854
321,b,v1,13312
321,b,v3,11200
321,b,v6,9932
321,c,v4,10888
321,c,v1,4257
321,c,v5,5344
321,c,v3,6517
321,c,v6,1471
321,d,v6,2733
321,d,v3,9242
321,d,v4,378
321,e,v1,1371
321,e,v5,11711
321,e,v6,1019
321,e,v4,9095
321,f,v4,8525
321,f,v6,12926
321,g,v3,4686
321,g,v6,9613
321,g,v4,183
321,h,v5,12710
321,h,v6,7470
321,h,v3,13856
321,h,v4,5774
321,h,v1,13298
321,i,v1,3743
321,i,v5,14440
321,i,v4,11838
321,j,v2,10048
321,j,v4,5066
321,j,v6,14827
321,j,v1,12098
321,j,v3,4179
321,j,v5,1725
321,k,v5,2791
321,k,v1,3224
321,k,v4,9577
321,k,v3,567
322,a,v1,3638
322,a,v4,3744
322,a,v3,4013
322,a,v5,12763
322,a,v6,5784
322,b,v6,5029
322,b,v5,4872
322,b,v4,6085
322,b,v1,2966
322,b,v3,10184
322,c,v1,5636
322,c,v3,13743
322,c,v4,7247
322,c,v5,14752
322,c,v6,1377
322,d,v4,14445
322,d,v3,5829
322,d,v5,5414
322,e,v4,11189
322,e,v6,6721
322,e,v1,360
322,e,v5,7925
322,e,v7,6249
322,e,v3,6316
322,f,v4,1681
322,f,v6,11897
322,f,v5,3180
322,f,v3,11259
322,g,v1,8448
322,g,v4,8212
322,g,v6,13926
322,g,v5,978
322,g,v3,8659
322,h,v4,9420
322,h,v3,173
322,h,v1,3199
322,h,v5,8633
322,h,v6,7285
322,h,v7,11323
322,i,v6,13815
322,i,v1,7167
322,i,v7,12031
322,i,v4,4630
322,i,v5,13868
322,j,v3,1963
322,j,v1,11015
322,j,v2,12832
322,j,v4,374
322,j,v5,1806
322,k,v4,3730
322,k,v7,8244
322,k,v6,4108
322,k,v3,2900
322,k,v1,6714
322,k,v9,2330
322,k,v5,4345
323,a,v1,9031
323,a,v5,3780
323,a,v4,2072
323,a,v3,8920
323,a,v6,10950
323,b,v4,14711
323,b,v1,2819
323,b,v6,14329
323,b,v5,12806
323,b,v3,13008
323,c,v1,13009
323,c,v3,848
323,c,v5,5356
323,c,v6,9401
323,c,v4,8783
323,d,v3,9234
323,d,v4,8361
323,e,v6,14000
323,e,v3,10
323,e,v4,14470
323,e,v5,6986
323,f,v6,12149
323,f,v4,11361
323,g,v3,9198
323,g,v4,3612
323,h,v5,12917
323,h,v6,10669
323,h,v3,11565
323,h,v4,9830
323,h,v1,9272
323,i,v4,14345
323,i,v5,13075
323,i,v3,10186
323,i,v1,306
323,j,v4,4488
323,j,v3,4533
323,j,v1,7618
323,j,v2,1392
323,j,v5,12193
323,k,v1,3912
323,k,v4,11810
323,k,v6,11455
323,k,v5,12704
323,k,v3,5328
324,a,v6,2691
324,a,v3,12648
324,a,v5,2326
324,a,v4,2721
324,a,v1,10867
324,b,v6,7010
324,b,v3,9668
324,b,v5,10070
324,b,v4,13199
324,c,v6,14932
324,c,v4,10692
324,c,v3,10831
324,c,v5,14583
324,c,v1,11403
324,e,v3,11820
324,e,v1,7014
324,e,v5,96
324,e,v4,7077
324,e,v6,758
324,f,v4,10897
324,f,v6,10530
324,g,v3,3137
324,g,v5,11912
324,g,v4,10263
324,g,v1,10809
324,h,v3,12706
324,h,v5,548
324,h,v1,7123
324,h,v4,1126
324,i,v4,9664
324,i,v1,10249
324,i,v5,1407
324,i,v6,10629
324,j,v2,11321
324,j,v5,11494
324,j,v6,13110
324,k,v4,2395
324,k,v5,3990
324,k,v6,4661
324,k,v3,13341
324,k,v1,13147
325,a,v4,214
325,a,v5,8479
325,a,v3,3261
325,a,v1,9002
325,a,v6,1208
325,b,v1,14895
325,b,v3,12502
325,b,v4,8342
325,b,v6,14349
325,b,v5,3388
325,c,v1,3570
